Date,SPX Open,SPX Low,SPX High,SPX Close
14/09/1995,578.77,578.77,583.99,583.61
13/09/1995,576.51,575.47,579.72,578.77
12/09/1995,573.91,573.11,576.51,576.51
11/09/1995,572.68,572.68,575.15,573.91
08/09/1995,570.29,569.27,572.68,572.68
07/09/1995,570.17,569.23,571.11,570.29
06/09/1995,569.18,569.00,570.53,570.17
05/09/1995,563.84,563.84,569.20,569.17
01/09/1995,561.88,561.01,564.62,563.84
31/08/1995,561.09,560.49,562.36,561.88
30/08/1995,560.00,559.49,561.52,560.92
29/08/1995,559.05,555.71,560.01,560.00
28/08/1995,560.10,557.99,562.22,559.05
25/08/1995,557.46,557.46,561.31,560.10
24/08/1995,557.14,555.20,558.63,557.46
23/08/1995,559.52,557.08,560.00,557.14
22/08/1995,558.11,555.87,559.52,559.52
21/08/1995,559.21,557.89,563.34,558.11
18/08/1995,559.04,558.34,561.24,559.21
17/08/1995,559.97,557.42,559.97,559.04
16/08/1995,558.57,557.37,559.98,559.97
15/08/1995,559.74,555.22,559.98,558.57
14/08/1995,555.11,554.76,559.74,559.74
11/08/1995,557.45,553.04,558.50,555.11
10/08/1995,559.71,556.05,560.63,557.45
09/08/1995,560.39,559.29,561.59,559.71
08/08/1995,560.03,558.32,561.53,560.39
07/08/1995,558.94,558.94,561.24,560.03
04/08/1995,558.75,557.91,559.57,558.94
03/08/1995,558.80,554.10,558.80,558.75
02/08/1995,559.64,557.87,565.62,558.80
01/08/1995,562.06,556.67,562.11,559.64
31/07/1995,562.93,560.06,563.49,562.06
28/07/1995,565.22,562.04,565.40,562.93
27/07/1995,561.61,561.61,565.33,565.22
26/07/1995,561.10,560.85,563.78,561.61
25/07/1995,556.63,556.34,561.75,561.10
24/07/1995,553.62,553.62,557.21,556.63
21/07/1995,553.34,550.91,554.73,553.62
20/07/1995,550.98,549.10,554.43,553.54
19/07/1995,556.58,542.51,558.46,550.98
18/07/1995,562.55,556.86,562.72,558.46
17/07/1995,560.34,559.45,562.94,562.72
14/07/1995,561.00,556.41,561.00,559.89
13/07/1995,560.89,559.07,562.00,561.00
12/07/1995,555.27,554.27,561.56,560.89
11/07/1995,556.78,553.80,557.19,554.78
10/07/1995,556.37,555.77,558.48,557.19
07/07/1995,553.90,553.05,556.57,556.37
06/07/1995,547.26,546.59,553.99,553.99
05/07/1995,547.09,546.28,549.98,547.26
03/07/1995,544.75,544.43,547.10,547.09
30/06/1995,543.87,543.51,546.82,544.75
29/06/1995,544.73,540.79,546.25,543.87
28/06/1995,542.43,540.72,546.33,544.73
27/06/1995,544.11,542.19,547.07,542.43
26/06/1995,549.71,544.06,549.79,544.13
23/06/1995,551.07,548.23,551.07,549.71
22/06/1995,543.98,543.98,551.07,551.07
21/06/1995,544.98,543.90,545.93,543.98
20/06/1995,545.22,543.43,545.44,544.98
19/06/1995,539.83,539.83,545.22,545.22
16/06/1995,537.51,537.12,539.98,539.83
15/06/1995,536.48,535.56,539.07,537.12
14/06/1995,536.05,533.83,536.48,536.47
13/06/1995,530.88,530.88,536.23,536.05
12/06/1995,527.94,527.94,532.54,530.88
09/06/1995,532.35,526.00,532.35,527.94
08/06/1995,533.13,531.65,533.56,532.35
07/06/1995,535.55,531.66,535.55,533.13
06/06/1995,535.60,535.14,537.09,535.55
05/06/1995,532.51,532.47,537.73,535.60
02/06/1995,533.49,529.55,536.91,532.51
01/06/1995,533.40,530.05,534.21,533.49
31/05/1995,523.70,522.17,533.41,533.40
30/05/1995,523.65,521.38,525.58,523.58
26/05/1995,528.59,522.51,528.59,523.65
25/05/1995,528.37,524.89,529.04,528.59
24/05/1995,528.59,525.57,531.91,528.61
23/05/1995,523.65,523.65,528.59,528.59
22/05/1995,519.19,519.19,524.34,523.65
19/05/1995,519.58,517.07,519.58,519.19
18/05/1995,526.88,519.58,527.07,519.58
17/05/1995,528.19,525.38,528.42,527.07
16/05/1995,527.74,526.45,529.08,528.19
15/05/1995,525.55,525.00,527.74,527.74
12/05/1995,524.37,523.30,527.05,525.55
11/05/1995,524.33,522.70,524.89,524.37
10/05/1995,523.74,521.53,524.40,524.36
09/05/1995,523.96,521.79,525.99,523.56
08/05/1995,520.09,519.14,525.15,523.96
05/05/1995,520.75,518.28,522.35,520.12
04/05/1995,520.48,519.44,525.40,520.54
03/05/1995,514.93,514.86,520.54,520.48
02/05/1995,514.23,513.03,515.18,514.86
01/05/1995,514.76,513.42,515.60,514.26
28/04/1995,513.64,510.90,515.29,514.71
27/04/1995,512.70,511.63,513.62,513.55
26/04/1995,511.99,510.47,513.04,512.66
25/04/1995,512.80,511.32,513.54,512.10
24/04/1995,508.49,507.44,513.02,512.89
21/04/1995,505.63,505.29,508.49,508.49
20/04/1995,504.92,503.44,506.50,505.29
19/04/1995,505.37,501.19,505.89,504.92
18/04/1995,506.43,504.12,507.65,505.37
17/04/1995,507.17,505.43,512.03,506.13
13/04/1995,507.19,507.17,509.83,509.23
12/04/1995,505.59,505.07,507.17,507.17
11/04/1995,507.24,505.29,508.85,505.53
10/04/1995,506.30,504.61,507.01,507.01
07/04/1995,506.13,503.59,507.19,506.42
06/04/1995,505.63,505.00,507.10,506.08
05/04/1995,505.27,503.17,505.57,505.57
04/04/1995,501.85,501.82,505.26,505.24
03/04/1995,500.70,500.20,501.91,501.85
31/03/1995,501.94,495.70,502.22,500.71
30/03/1995,503.17,501.00,504.66,502.22
29/03/1995,503.92,500.96,508.15,503.12
28/03/1995,503.19,501.83,503.91,503.90
27/03/1995,500.97,500.93,503.20,503.20
24/03/1995,496.07,495.95,500.97,500.97
23/03/1995,495.67,494.19,496.77,495.95
22/03/1995,495.07,493.67,495.67,495.67
21/03/1995,496.15,494.04,499.19,495.07
20/03/1995,495.52,495.27,496.61,496.15
17/03/1995,495.43,494.95,496.67,495.52
16/03/1995,491.87,491.78,495.74,495.41
15/03/1995,492.89,490.83,492.89,491.88
14/03/1995,490.05,490.05,493.69,492.89
13/03/1995,489.57,489.35,491.28,490.05
10/03/1995,483.16,483.16,490.37,489.57
09/03/1995,483.14,482.05,483.74,483.16
08/03/1995,482.12,481.57,484.08,483.14
07/03/1995,485.63,479.70,485.63,482.12
06/03/1995,485.42,481.52,485.70,485.63
03/03/1995,485.13,483.07,485.42,485.42
02/03/1995,485.65,483.19,485.71,485.13
01/03/1995,487.39,484.92,487.83,485.65
28/02/1995,483.81,483.77,487.45,487.39
27/02/1995,487.47,483.18,488.11,483.81
24/02/1995,486.82,485.70,488.22,488.11
23/02/1995,485.07,485.07,489.19,486.91
22/02/1995,482.74,482.45,486.15,485.07
21/02/1995,481.97,481.97,483.26,482.74
17/02/1995,485.15,481.97,485.22,481.97
16/02/1995,484.56,483.05,485.22,485.22
15/02/1995,482.55,481.77,485.54,484.54
14/02/1995,481.65,480.89,482.94,482.55
13/02/1995,481.46,481.07,482.86,481.65
10/02/1995,480.19,479.53,481.96,481.46
09/02/1995,481.19,479.91,482.00,480.19
08/02/1995,480.81,480.40,482.60,481.19
07/02/1995,481.14,479.69,481.32,480.81
06/02/1995,478.64,478.36,481.95,481.14
03/02/1995,472.78,472.78,479.91,478.64
02/02/1995,470.40,469.95,472.79,472.78
01/02/1995,470.42,469.29,472.75,470.40
31/01/1995,468.51,468.18,471.03,470.42
30/01/1995,470.39,467.49,470.52,468.51
27/01/1995,468.32,468.32,471.36,470.39
26/01/1995,467.44,466.90,468.62,468.32
25/01/1995,465.86,464.40,469.51,467.44
24/01/1995,465.81,465.47,466.88,465.86
23/01/1995,464.78,461.14,466.23,465.81
20/01/1995,466.95,463.99,466.99,464.78
19/01/1995,469.72,466.40,469.72,466.95
18/01/1995,470.05,468.03,470.43,469.72
17/01/1995,469.38,468.19,470.15,470.05
16/01/1995,465.97,465.97,470.39,469.38
13/01/1995,461.64,461.64,466.43,465.97
12/01/1995,461.64,460.63,461.93,461.64
11/01/1995,461.68,458.65,463.61,461.66
10/01/1995,460.90,460.83,464.59,461.68
09/01/1995,460.67,459.74,461.77,460.83
06/01/1995,460.38,459.47,462.49,460.68
05/01/1995,460.73,459.75,461.30,460.34
04/01/1995,459.13,457.56,460.72,460.71
03/01/1995,459.21,457.20,459.27,459.11
30/12/1994,461.17,459.24,462.12,459.27
29/12/1994,460.92,460.36,461.81,461.16
28/12/1994,462.47,459.00,462.49,460.86
27/12/1994,459.85,459.83,462.73,462.47
23/12/1994,459.70,459.39,461.32,459.83
22/12/1994,459.62,459.33,461.21,459.67
21/12/1994,457.24,457.10,461.70,459.61
20/12/1994,458.08,456.37,458.45,457.10
19/12/1994,458.78,456.64,458.80,457.91
16/12/1994,455.35,455.34,458.80,458.80
15/12/1994,454.97,454.50,456.84,455.34
14/12/1994,450.05,450.05,456.16,454.97
13/12/1994,449.52,449.43,451.69,450.15
12/12/1994,446.95,445.62,449.48,449.47
09/12/1994,445.45,442.88,446.98,446.96
08/12/1994,451.23,444.59,452.06,445.45
07/12/1994,453.11,450.01,453.11,451.23
06/12/1994,453.29,450.35,453.93,453.11
05/12/1994,453.30,452.06,455.04,453.32
02/12/1994,448.92,448.00,453.31,453.30
01/12/1994,453.55,447.97,453.91,448.92
30/11/1994,455.17,453.27,457.13,453.69
29/11/1994,454.23,452.14,455.17,455.17
28/11/1994,452.26,451.04,454.19,454.16
25/11/1994,449.94,449.90,452.87,452.29
